Mnd,Ap,Hoyre,Frp,SV,SP,KrF,Venstre,MDG,Rodt,Andre,Ap_var,Hoyre_var,Frp_var,SV_var,SP_var,KrF_var,Venstre_var,MDG_var,Rodt_var,Andre_var,Ap_skandale,Hoyre_skandale,Frp_skandale,SV_skandale,Sp_skandale,KrF_skandale,Venstre_skandale,MDG_skandale,Rodt_skandale,Andre_skandale,AP_skandale_lag3,AP_skandale_lag6,Hoyre_skandale_lag3,Hoyre_skandale_lag6,Frp_skandale_lag3,Frp_skandale_lag6,SV_skandale_lag3,SV_skandale_lag6,Sp_skandale_lag3,Sp_skandale_lag6,KrF_skandale_lag3,KrF_skandale_lag6,Venstre_skandale_lag3,Venstre_skandale_lag6,MDG_skandale_lag3,MDG_skandale_lag6,Rodt_skandale_lag3,Rodt_skandale_lag6,Andre_skandale_lag3,Andre_skandale_lag6,Ap_reg,Hoyre_reg,Frp_reg,SV_reg,Sp_reg,KrF_reg,Venstre_reg,MDG_reg,Rodt_reg,Andre_reg,AP_reg_lag3,AP_reg_lag6,H_reg_lag3,H_reg_lag6,FRP_reg_lag3,FRP_reg_lag6,SV_reg_lag3,SV_reg_lag6,SP_reg_lag3,SP_reg_lag6,KRF_reg_lag3,KRF_reg_lag6,Venstre_reg_lag3,Venstre_reg_lag6,MDG_reg_lag3,MDG_reg_lag6,Rodt_reg_lag3,MDG_reg_lag6,Andre_reg_lag3,Andre_reg_lag6,ledighet,ledig_trend3,ledig_trend6,styringsrente,styringsrente_trend3,styringsrente_trend6
9/30/2024,20.6,24.6,18.9,9,6,2.9,5.1,3.3,5.6,3.9,20.66684718,25.18568496,16.9759072,9.033920791,5.870435841,3.593324681,5.34845571,3.611968575,5.778006176,4.137706823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,4,0,0,4.5,0,0
10/31/2024,19.9,23.4,20.3,8.8,5.8,3.3,5.5,3.5,5.9,3.7,20.76680493,23.90060692,18.10281585,8.766240197,6.335469864,3.431756119,5.326498919,3.769180811,5.476148628,4.216952117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,4,0,0,4.5,0,0
11/30/2024,18.7,22.4,22,9,6.6,3.1,5.1,3.4,5.9,3.8,19.13340337,23.48913418,20.77265646,9.080588357,5.857174577,3.215431163,5.334225366,3.492581083,5.851031661,3.942052627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,4.1,0.033,0.016666667,4.5,0,0
12/31/2024,17.2,21.2,25.4,9.4,5.3,3.9,5.3,3.1,5.8,3.5,19.40035172,21.77231799,22.0489087,9.197820797,6.119425133,3.338340102,5.168389116,3.232334286,5.947230317,3.791133176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,4.1,0.033,0.016666667,4.5,0,0
1/31/2025,19.1,22.2,24.1,8,5.9,3.4,4.5,3.3,5.6,3.9,17.7049888,21.909797,25.27049967,8.943620915,5.348428099,3.231246917,5.211091267,3.139202945,5.670655596,3.288060964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,4.1,0,0.016666667,4.5,0,0
2/28/2025,24.8,18.4,24.6,7.4,6.6,3,4.2,2.4,5.4,3.2,19.66480134,21.52981463,23.83313252,8.006236499,6.474789609,3.124925305,4.948923434,3.03165511,5.662676344,3.871560149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,4.1,0,0.016666667,4.5,0,0
3/31/2025,28.1,18.8,22.7,7.2,4.9,3.1,4.3,2.7,4.6,3.4,26.54079732,18.14990303,23.598259,7.180187925,5.979398427,3.231836736,4.444758019,2.543152992,4.937032797,3.516005961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,-0.033,0,4.5,0,0
4/30/2025,28.1,19.8,20,6.3,6.7,3.3,3.9,3.1,4.8,3.9,27.56714717,19.87158234,21.50144842,6.802077843,5.314314523,3.383189109,4.297188631,3.032261212,4.559536594,3.607390676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,-0.033,-0.016666667,4.2,-0.1,-0.05
5/31/2005,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,-0.016666667,4.2,-0.1,-0.05
6/30/2025,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-0.016666667,4.2,0,-0.05
7/31/2025,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-0.016666667,4,-0.066666667,-0.083333333
8/31/2025,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,-0.066666667,-0.083333333
9/30/2025,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,-0.033333333
