,Ap,Hoyre,Frp,SV,SP,KrF,Venstre,MDG,Rodt
27007,47,27,38,13,12,8,10,8,12
27008,50,29,35,13,15,3,3,8,12
27009,50,25,41,13,13,3,8,3,11
27010,47,33,35,11,14,3,9,3,12
27011,50,26,40,13,13,3,8,3,11
27012,49,24,44,14,10,3,8,8,12
27013,49,27,40,13,12,3,3,8,11
27014,47,25,40,11,16,3,9,8,12
27015,52,27,35,12,14,3,8,8,11
27016,52,26,35,12,14,3,8,9,12
27017,52,22,38,14,12,8,10,8,11
27018,48,28,40,11,14,3,3,8,11
27019,54,26,40,12,9,3,9,3,11
27020,55,30,36,13,10,3,8,7,11
27021,46,28,40,12,13,7,8,8,12
27022,49,24,40,12,13,8,9,8,10
27023,54,24,37,13,10,3,9,8,12
27024,46,29,40,13,12,3,9,8,11
27025,44,27,40,12,14,7,8,9,12
27026,51,26,39,13,10,3,8,9,13
27027,49,26,41,12,14,8,3,7,11
27028,52,27,38,13,13,3,7,7,13
27029,51,26,37,12,13,3,9,8,12
27030,55,26,37,13,13,3,8,7,10
27031,49,28,40,11,14,3,8,3,12
27032,48,26,41,14,11,3,8,8,11
27033,46,29,41,12,15,3,9,3,12
27034,54,30,32,14,11,3,8,8,11
27035,51,25,43,12,12,3,3,7,12
27036,47,29,37,12,10,7,8,9,12
27037,46,28,37,13,15,8,8,8,12
27038,48,29,40,12,12,3,3,8,12
27039,49,28,41,12,12,3,8,3,12
27040,50,29,36,13,14,3,8,8,13
27041,47,24,40,13,14,3,9,8,11
27042,52,23,41,14,12,3,3,8,11
27043,52,25,38,13,12,3,8,8,12
27044,51,25,40,13,10,8,7,8,11
27045,45,31,37,13,12,7,10,3,12
27046,45,27,40,14,14,7,9,8,12
27047,51,27,39,13,10,3,3,8,13
27048,47,28,40,13,13,3,8,3,12
27049,50,29,37,12,14,3,8,7,12
27050,47,30,40,12,14,7,7,3,11
27051,48,29,39,13,13,3,8,3,11
27052,50,29,38,13,14,3,3,3,12
27053,53,25,39,13,12,7,3,7,11
27054,47,27,44,13,13,3,3,8,10
27055,49,28,40,13,11,3,8,8,12
27056,51,27,40,13,9,3,3,3,14
27057,51,31,36,13,13,3,3,8,11
27058,52,28,35,14,12,3,9,3,12
27059,50,29,38,13,13,3,8,7,12
27060,46,33,38,13,11,7,8,3,11
27061,52,31,37,11,10,3,3,8,11
27062,46,30,39,14,13,3,8,3,11
27063,48,25,40,13,15,3,8,8,10
27064,50,26,39,12,15,3,7,3,12
27065,45,31,39,13,12,3,8,7,12
27066,49,27,40,12,13,7,9,3,12
27067,47,31,37,11,13,3,3,8,13
27068,54,26,35,12,15,3,8,8,11
27069,52,26,37,13,9,8,9,9,11
27070,47,26,40,12,14,3,8,9,14
27071,43,28,38,14,12,8,10,8,13
27072,47,29,35,13,13,7,9,3,13
27073,50,28,40,12,13,2,8,3,12
27074,53,25,40,14,13,3,8,3,9
27075,51,29,38,11,11,3,8,8,11
27076,48,26,36,13,16,3,9,8,12
27077,49,28,37,12,14,3,3,8,12
27078,50,26,39,13,12,3,8,8,11
27079,48,33,36,13,12,3,3,8,11
27080,49,30,36,12,15,3,8,3,12
27081,50,27,39,12,13,3,8,8,12
27082,47,26,38,13,13,7,8,8,12
27083,49,31,37,13,13,3,8,3,11
27084,43,30,44,13,11,3,8,9,11
27085,50,28,35,13,13,3,8,8,14
27086,48,32,37,14,11,3,9,3,12
27087,48,29,39,13,14,2,8,8,11
27088,50,29,36,13,13,3,3,8,12
27089,49,28,37,13,14,8,8,8,12
27090,44,27,40,12,14,8,8,8,13
27091,48,27,40,13,12,7,8,8,12
27092,47,31,40,13,10,7,9,3,12
27093,51,28,39,13,12,3,7,8,11
27094,47,29,37,13,13,3,8,9,12
27095,47,30,38,14,13,3,8,7,11
27096,52,30,40,11,11,3,8,3,10
27097,47,27,42,12,12,7,7,7,11
27098,51,24,39,12,15,7,8,8,11
27099,44,31,38,13,11,8,9,9,11
27100,50,29,38,13,12,3,8,8,11
27101,49,32,37,13,8,3,10,7,11
27102,49,29,39,12,11,3,9,3,12
27103,48,27,40,13,14,7,8,8,11
27104,46,33,38,12,10,3,8,8,12
27105,52,31,36,13,12,3,3,3,11
27106,47,26,41,13,13,3,7,7,12
27107,50,27,39,13,11,3,9,8,11
27108,49,31,38,11,11,3,10,7,11
27109,52,26,39,12,11,3,7,8,11
27110,46,27,38,13,14,3,9,8,12
27111,46,28,43,10,12,7,9,8,11
27112,52,23,37,12,13,8,8,9,12
27113,49,25,40,12,15,7,3,3,12
27114,51,26,40,13,10,3,8,7,12
27115,50,27,42,12,13,2,7,3,12
27116,46,28,40,14,13,3,8,3,12
27117,52,24,41,12,14,3,8,3,11
27118,44,26,41,13,15,3,8,8,13
27119,50,30,37,13,13,2,9,3,11
27120,50,26,41,13,12,3,9,3,11
27121,49,30,38,12,10,8,9,8,11
27122,55,26,35,11,11,3,8,9,12
27123,49,26,39,14,13,3,9,8,11
27124,47,24,43,13,11,8,9,3,12
27125,49,25,37,13,12,3,10,7,12
27126,51,25,40,13,12,3,3,8,12
27127,49,27,41,11,13,3,8,8,10
27128,50,28,37,14,15,3,3,3,12
27129,49,29,37,13,12,3,8,8,12
27130,48,30,38,14,11,3,9,3,12
27131,50,28,41,11,13,3,3,8,12
27132,50,27,41,13,12,3,8,8,10
27133,49,22,41,13,14,8,8,8,12
27134,49,28,39,12,12,3,8,8,12
27135,49,28,37,11,14,3,8,7,13
27136,47,31,38,14,10,7,10,3,11
27137,47,27,39,14,11,3,9,7,12
27138,49,24,40,13,15,3,8,3,11
27139,50,28,36,14,14,3,8,8,11
27140,46,27,38,13,15,3,9,7,14
27141,48,29,37,12,15,3,9,7,13
27142,46,28,39,13,14,3,8,8,12
27143,47,25,43,13,12,3,8,9,12
27144,49,29,40,11,13,3,8,8,9
27145,45,28,43,13,14,3,3,8,12
27146,50,28,35,13,13,8,10,8,10
27147,46,26,41,14,12,3,7,9,12
27148,52,28,38,12,11,3,8,8,12
27149,45,28,39,13,15,3,8,7,13
27150,51,24,38,13,15,3,8,3,12
27151,49,33,37,13,12,3,9,3,10
27152,48,32,37,13,13,2,8,8,12
27153,49,29,40,12,11,3,3,8,12
27154,49,28,36,13,13,3,8,8,12
27155,46,26,42,14,14,3,8,8,11
27156,50,30,36,11,13,3,8,8,12
27157,51,29,39,12,11,3,8,3,11
27158,50,28,34,14,13,8,9,8,12
27159,50,25,39,13,12,3,7,3,13
27160,52,29,39,12,11,3,8,3,11
27161,51,24,40,12,13,8,3,7,12
27162,51,27,38,12,14,3,8,8,10
27163,47,28,38,14,13,7,9,3,11
27164,48,27,38,13,11,3,9,9,13
27165,50,32,39,12,12,3,8,3,12
27166,49,27,40,11,16,3,8,3,11
27167,51,26,40,12,13,3,8,8,10
27168,51,27,40,12,12,8,7,8,10
27169,46,30,43,12,10,3,8,8,12
27170,46,28,40,14,12,3,8,8,12
27171,47,28,38,14,15,3,3,8,12
27172,47,26,38,15,12,3,9,7,13
27173,50,26,39,12,12,3,9,7,11
27174,49,25,36,13,13,8,8,9,12
27175,49,30,37,12,14,7,8,3,11
27176,48,24,41,13,13,7,8,8,12
27177,47,31,38,12,12,3,8,8,12
27178,50,29,38,13,12,3,8,3,12
27179,50,27,41,13,11,3,9,3,11
27180,52,26,42,12,12,3,8,7,11
27181,46,26,42,13,13,3,8,8,12
27182,47,27,40,14,11,7,8,9,11
27183,52,25,40,12,12,3,7,8,12
27184,47,27,43,11,13,3,8,8,12
27185,52,25,37,13,12,7,8,8,13
27186,51,27,40,12,13,3,9,3,13
27187,48,26,40,14,13,3,9,3,12
27188,53,27,39,13,9,3,3,8,12
27189,46,28,42,12,14,3,8,3,12
27190,46,29,40,14,13,3,9,7,12
27191,50,25,37,12,15,3,8,9,11
27192,49,25,39,14,12,3,9,8,12
27193,47,26,38,14,13,3,8,9,13
27194,47,29,38,13,13,3,9,7,12
27195,49,28,38,14,12,3,8,3,13
27196,49,29,37,14,10,7,9,8,11
27197,49,29,35,12,14,3,7,8,11
27198,47,25,39,14,15,3,8,3,12
27199,49,29,38,13,13,3,8,8,11
27200,47,29,41,12,11,3,3,8,12
27201,49,30,38,12,11,3,8,8,11
27202,48,29,41,13,9,3,8,8,12
27203,50,27,38,13,14,7,8,8,11
27204,49,27,39,11,12,8,9,8,12
27205,43,27,44,14,10,7,9,8,12
27206,45,27,41,13,12,3,9,3,13
27207,48,28,40,13,15,3,8,3,11
27208,53,28,37,13,11,3,3,8,12
27209,49,29,40,12,11,3,8,7,12
27210,49,25,37,14,15,3,8,8,11
27211,51,31,38,13,9,3,9,3,12
27212,45,29,40,13,12,3,8,8,11
27213,51,25,42,12,12,3,3,8,11
27214,50,26,38,12,15,3,8,8,13
27215,48,30,39,13,11,3,10,7,11
27216,49,25,41,11,13,3,8,8,13
27217,45,25,39,14,16,3,9,8,13
27218,50,29,38,12,12,8,8,8,10
27219,45,30,43,13,14,3,3,7,10
27220,51,24,42,11,12,3,8,8,12
27221,48,27,39,13,14,3,8,7,12
27222,47,32,37,12,12,3,7,8,12
27223,50,23,41,13,15,7,8,8,10
27224,50,26,42,11,14,3,9,8,10
27225,50,25,41,13,13,3,8,8,11
27226,51,29,38,13,11,3,7,8,12
27227,49,26,39,14,12,3,10,3,11
27228,51,28,42,11,10,3,8,3,11
27229,48,27,38,14,13,3,9,7,11
27230,49,27,40,12,13,3,8,8,11
27231,52,26,42,11,10,2,8,3,12
27232,49,25,37,12,14,3,10,8,12
27233,47,28,38,13,11,7,8,8,13
27234,51,25,42,12,12,3,3,8,11
27235,43,30,43,13,12,3,9,3,11
27236,50,25,37,12,13,8,8,8,13
27237,51,27,39,13,12,3,7,3,12
27238,50,25,39,13,14,3,8,8,11
27239,44,29,42,13,13,3,8,7,12
27240,50,27,37,13,13,3,9,7,12
27241,50,30,40,12,13,3,7,8,11
27242,46,29,35,14,14,3,9,7,11
27243,51,28,38,13,12,3,8,8,11
27244,55,25,38,13,12,3,8,3,12
27245,48,31,36,13,13,2,8,3,14
27246,53,26,40,11,14,3,8,3,12
27247,52,26,39,13,11,3,8,3,11
27248,49,27,40,12,12,3,8,8,12
27249,50,23,40,14,10,8,10,7,12
27250,54,26,38,12,11,3,3,8,11
27251,47,26,42,13,13,3,8,3,12
27252,51,25,38,12,12,3,9,9,11
27253,48,28,42,13,11,3,7,3,12
27254,47,29,39,13,12,7,8,9,11
27255,51,26,40,12,12,7,3,8,12
27256,49,31,36,13,12,3,8,7,11
27257,52,23,40,12,14,3,8,8,11
27258,49,28,39,11,14,3,8,3,12
27259,46,30,40,13,11,7,8,8,12
27260,45,28,40,12,14,8,9,3,11
27261,52,29,36,11,14,3,8,8,11
27262,47,29,38,12,13,7,3,8,12
27263,47,28,38,13,14,3,7,8,12
27264,50,30,41,12,12,2,8,8,11
27265,49,26,42,12,13,3,3,8,10
27266,47,27,39,13,14,3,8,7,12
27267,48,29,42,13,9,3,7,8,12
27268,46,28,40,12,15,3,8,8,11
27269,47,30,39,13,13,3,8,7,11
27270,49,24,38,13,14,8,9,8,12
27271,51,27,38,13,12,3,9,3,11
27272,49,26,36,14,13,8,8,8,12
27273,47,26,37,11,18,7,8,8,13
27274,49,29,39,12,11,3,9,3,11
27275,51,28,39,12,11,3,8,3,11
27276,52,26,39,13,12,3,8,3,11
27277,47,28,41,13,11,3,8,7,12
27278,48,29,38,11,13,3,9,8,12
27279,48,26,38,13,14,3,8,3,12
27280,49,27,37,12,13,3,9,7,13
27281,50,27,40,12,11,8,9,7,12
27282,48,30,39,15,11,3,8,8,10
27283,55,26,38,12,10,3,8,7,11
27284,48,28,40,14,13,3,8,3,12
27285,52,30,36,12,12,3,9,3,12
27286,47,26,41,13,12,3,7,8,13
27287,46,27,39,13,13,7,9,8,12
27288,52,25,40,13,11,7,8,3,11
27289,48,28,39,14,13,3,9,7,11
27290,45,29,38,14,15,3,9,7,12
27291,46,27,39,12,14,3,9,7,12
27292,49,30,41,12,11,3,8,3,10
27293,51,25,42,13,12,3,8,7,11
27294,48,29,40,13,11,3,8,3,11
27295,48,31,39,12,9,8,8,8,10
27296,49,29,39,13,13,3,9,3,11
27297,48,30,39,13,14,2,3,3,13
27298,45,30,41,13,12,3,9,7,11
27299,46,30,37,13,12,3,9,8,13
27300,50,27,39,13,11,3,9,8,10
27301,52,24,38,12,12,3,9,8,12
27302,49,30,37,13,10,7,8,7,12
27303,51,26,38,13,13,3,9,7,11
27304,49,29,39,13,12,3,9,3,11
27305,51,28,38,11,12,3,9,3,12
27306,49,26,39,14,13,3,7,7,11
27307,49,28,40,12,14,3,3,3,11
27308,47,29,40,12,13,3,8,8,11
27309,51,28,39,12,14,3,8,3,11
27310,46,30,35,12,13,7,9,8,12
27311,54,24,41,11,12,8,7,8,10
27312,47,27,42,12,14,3,8,8,11
27313,47,27,40,12,14,3,8,8,13
27314,46,27,40,12,15,3,8,3,13
27315,49,29,38,14,11,3,8,7,12
27316,53,29,34,13,11,3,8,3,13
27317,47,27,38,12,15,3,9,7,12
27318,48,27,39,13,14,3,8,8,12
27319,51,22,39,13,15,3,9,8,10
27320,47,27,42,13,9,3,8,3,13
27321,48,26,41,13,13,3,8,8,12
27322,49,28,40,12,11,3,9,8,12
27323,48,28,39,14,12,3,9,8,11
27324,52,29,38,12,11,3,8,8,10
27325,46,29,44,13,11,3,8,3,12
27326,50,28,35,12,14,8,9,3,12
27327,48,27,40,12,14,3,7,8,12
27328,50,27,39,13,11,8,8,8,12
27329,48,29,38,12,14,3,9,7,12
27330,46,29,38,12,12,8,8,8,12
27331,50,28,37,14,12,3,8,8,10
27332,49,26,40,13,12,2,8,8,14
27333,49,26,38,13,14,8,8,3,11
27334,46,27,43,13,13,3,8,8,12
27335,47,32,38,12,15,2,8,3,11
27336,45,25,42,14,15,3,9,3,12
27337,47,28,39,14,11,3,8,3,11
27338,51,27,39,11,14,3,8,8,12
27339,52,26,36,12,12,3,9,8,13
27340,44,28,42,13,12,3,9,3,12
27341,48,24,41,13,13,8,9,8,12
27342,48,28,40,12,14,3,8,3,11
27343,47,28,41,12,14,3,9,9,10
27344,47,25,40,11,16,3,9,8,12
27345,48,28,39,12,11,3,9,8,11
27346,49,23,42,13,13,3,3,8,11
27347,51,29,36,12,11,3,8,8,13
27348,55,25,38,13,12,3,8,3,11
27349,53,25,36,13,14,3,9,8,11
27350,49,30,39,12,12,3,8,3,12
27351,46,28,43,12,12,3,9,8,12
27352,49,27,41,13,13,3,3,8,11
27353,47,27,42,14,11,3,7,3,12
27354,50,27,38,12,12,3,9,8,13
27355,48,27,39,13,12,3,8,8,12
27356,49,30,39,12,12,3,7,7,12
27357,47,26,41,13,13,3,9,3,11
27358,48,28,40,13,14,3,9,8,10
27359,42,30,41,12,13,3,9,8,12
27360,47,28,40,13,11,3,8,8,13
27361,54,27,33,13,11,3,8,8,12
27362,44,30,43,11,12,3,9,3,11
27363,48,30,40,12,13,3,3,3,11
27364,42,31,41,13,13,3,9,8,11
27365,48,31,37,12,12,3,8,8,12
27366,52,26,39,13,12,3,8,8,12
27367,47,30,39,12,10,3,9,8,11
27368,53,25,41,13,12,3,3,3,11
27369,48,28,40,11,13,3,8,8,11
27370,49,26,42,12,11,3,9,7,12
27371,48,31,38,11,13,3,3,3,12
27372,47,28,40,13,11,3,9,3,12
27373,52,28,41,11,12,3,3,3,10
27374,51,29,37,12,11,3,8,3,11
27375,48,29,38,12,14,3,8,3,12
27376,47,25,43,14,11,7,3,8,12
27377,50,25,42,11,12,3,8,8,11
27378,53,26,37,13,11,8,9,3,11
27379,48,28,39,12,14,3,8,8,11
27380,47,23,40,14,15,3,8,9,13
27381,47,29,37,12,14,3,8,7,13
27382,44,27,41,14,13,7,8,8,12
27383,50,30,35,14,14,3,8,8,10
27384,51,28,37,13,9,3,9,3,12
27385,49,29,36,13,10,3,9,8,13
27386,46,29,38,13,13,3,8,7,14
27387,46,28,41,12,13,7,9,8,11
27388,48,27,39,13,13,3,9,3,12
27389,49,29,39,13,10,3,8,7,11
27390,48,27,40,13,12,3,9,7,12
27391,50,27,41,12,12,3,9,8,10
27392,53,28,35,12,13,3,7,8,12
27393,49,24,42,13,11,8,8,8,12
27394,47,25,37,14,14,3,9,8,11
27395,54,27,37,12,14,3,7,3,11
27396,46,27,40,14,13,3,8,8,12
27397,46,27,41,13,13,3,8,8,11
27398,49,28,39,13,11,3,9,8,10
27399,47,30,35,12,16,3,8,8,12
27400,50,28,42,12,12,3,7,3,11
27401,50,28,39,13,11,7,8,3,10
27402,52,28,41,13,11,3,8,3,11
27403,45,31,38,13,12,3,9,8,13
27404,48,27,41,13,13,3,9,3,11
27405,51,25,37,13,14,3,9,8,11
27406,51,28,38,12,13,3,8,8,11
27407,47,29,38,13,14,3,9,8,10
27408,48,29,39,13,10,7,8,8,11
27409,48,23,36,14,18,3,9,8,12
27410,50,26,39,13,13,3,8,8,11
27411,46,30,42,12,12,3,9,8,11
27412,49,30,38,13,10,3,8,8,12
27413,50,26,40,12,13,3,3,8,13
27414,47,25,43,13,12,3,8,8,12
27415,48,28,39,12,13,3,8,8,11
27416,47,31,40,12,13,3,3,7,11
27417,46,29,41,13,11,7,8,8,12
27418,48,28,39,14,11,3,9,8,12
27419,48,32,37,12,11,3,8,7,13
27420,54,27,38,12,12,3,7,3,12
27421,50,28,34,13,13,3,8,3,13
27422,50,30,41,11,12,2,3,3,11
27423,49,26,42,13,12,3,3,9,10
27424,47,26,39,12,16,3,8,8,12
27425,48,26,43,13,11,3,8,8,11
27426,49,25,42,14,10,3,8,8,11
27427,48,27,38,13,12,8,10,3,12
27428,45,28,42,13,10,3,9,8,12
27429,52,24,42,11,12,3,8,8,12
27430,50,26,36,13,16,3,9,3,12
27431,50,25,41,13,13,3,7,3,13
27432,45,29,42,13,13,3,8,8,12
27433,48,31,41,13,10,3,7,3,11
27434,47,25,42,12,14,3,8,8,11
27435,53,26,39,13,11,3,8,3,13
27436,49,32,39,11,11,3,8,3,13
27437,48,26,40,14,10,3,9,7,12
27438,53,28,36,12,14,3,7,3,12
27439,45,28,39,13,13,3,8,8,13
27440,50,27,38,12,14,7,9,8,11
27441,49,29,38,14,10,3,9,3,11
27442,51,26,39,13,10,8,8,8,11
27443,42,27,42,15,14,3,9,8,10
27444,52,23,42,12,12,8,3,8,11
27445,53,24,38,15,9,3,9,3,12
27446,51,30,37,12,11,3,8,3,11
27447,50,24,42,12,12,8,9,8,11
27448,50,25,41,12,14,3,8,3,12
27449,45,32,40,13,12,3,8,3,12
27450,51,28,36,13,12,3,8,3,12
27451,47,25,43,13,13,3,9,3,11
27452,53,24,39,13,14,3,8,8,11
27453,51,24,40,14,13,3,8,8,11
27454,49,29,36,13,14,3,8,3,12
27455,48,30,36,11,13,3,9,8,11
27456,46,32,38,13,11,8,8,7,12
27457,50,26,40,13,11,3,9,8,11
27458,51,24,41,14,14,3,8,3,10
27459,49,30,37,12,15,3,8,3,11
27460,52,26,38,13,12,3,8,8,10
27461,53,27,36,12,15,8,8,3,10
27462,49,26,40,13,13,3,8,9,11
27463,50,27,40,13,10,3,8,7,12
27464,50,26,40,12,11,3,9,7,12
27465,51,27,39,14,11,3,7,8,12
27466,46,28,40,14,13,3,8,8,12
27467,51,29,37,12,13,3,3,8,12
27468,54,26,35,14,9,7,8,8,13
27469,50,28,35,12,12,3,10,8,13
27470,45,31,40,12,11,8,8,8,12
27471,46,28,37,14,15,3,9,7,12
27472,48,28,39,12,13,3,9,8,11
27473,53,28,38,12,13,3,8,3,11
27474,48,28,40,13,12,7,9,3,12
27475,51,25,40,12,14,3,8,8,13
27476,51,27,38,13,16,3,3,3,12
27477,53,27,35,12,13,3,8,8,13
27478,48,29,40,12,15,3,3,3,11
27479,50,27,39,13,11,3,8,8,12
27480,51,28,36,11,13,8,9,3,12
27481,52,27,39,13,11,3,8,8,11
27482,50,26,39,12,15,3,8,7,11
27483,50,28,40,12,12,3,8,3,12
27484,44,26,44,13,12,3,8,8,12
27485,47,28,40,13,11,8,8,8,12
27486,44,31,39,14,13,3,8,7,14
27487,48,24,42,14,13,3,7,8,11
27488,51,27,37,13,13,3,8,3,12
27489,48,26,38,13,13,7,9,7,12
27490,53,25,39,12,13,3,8,3,12
27491,46,30,41,13,12,3,8,8,10
27492,49,28,37,14,12,3,9,3,13
27493,51,25,40,13,10,7,8,9,11
27494,47,27,41,13,12,9,9,3,11
27495,42,30,44,14,11,3,8,8,12
27496,48,28,41,12,12,3,8,3,13
27497,48,28,39,13,13,7,9,3,11
27498,50,26,38,13,12,8,7,8,11
27499,44,31,39,13,13,3,8,8,12
27500,47,29,38,11,15,3,3,8,12
27501,50,27,39,13,11,3,8,9,11
27502,52,23,38,13,15,3,7,3,13
27503,45,31,41,13,11,3,8,8,10
27504,44,29,42,12,13,3,8,8,12
27505,48,27,42,12,10,7,7,9,10
27506,47,33,39,13,11,3,9,3,12
27507,51,28,38,13,13,3,7,3,10
27508,53,26,41,13,10,3,8,3,12
27509,47,29,42,13,11,3,8,8,12
27510,51,28,40,13,9,3,8,3,13
27511,46,24,44,14,15,3,3,8,11
27512,45,29,40,15,13,3,8,3,12
27513,48,24,41,13,14,3,8,8,12
27514,55,27,38,13,7,3,8,8,10
27515,53,24,39,12,12,3,8,8,11
27516,47,24,41,13,16,3,9,8,11
27517,48,28,38,14,11,8,10,8,11
27518,47,28,40,12,12,3,8,8,12
27519,52,28,40,11,12,3,8,3,12
27520,49,25,41,12,12,8,7,8,12
27521,48,27,40,11,14,3,8,8,12
27522,45,33,38,12,13,3,8,3,12
27523,49,27,39,13,13,3,9,8,11
27524,51,24,40,12,11,8,8,8,12
27525,49,30,40,13,10,3,8,7,11
27526,49,26,38,13,14,3,9,8,12
27527,46,30,37,12,12,8,9,8,12
27528,48,25,40,14,14,3,7,3,13
27529,50,26,36,12,15,3,9,3,12
27530,50,26,40,11,13,7,8,8,11
27531,44,31,38,15,11,8,8,7,12
27532,46,31,39,14,12,3,8,8,12
27533,47,31,38,13,11,3,8,3,13
27534,44,27,41,13,16,3,3,8,12
27535,48,31,40,12,12,3,3,8,11
27536,50,29,40,11,9,8,8,9,11
27537,43,27,40,14,14,3,8,9,13
27538,44,27,43,13,14,3,9,3,12
27539,52,26,39,12,10,8,8,3,12
27540,53,25,38,11,12,3,9,8,12
27541,50,31,38,13,10,3,9,3,12
27542,50,29,38,12,12,3,8,3,11
27543,48,26,39,12,14,7,9,3,13
27544,50,26,40,12,12,3,8,8,12
27545,46,31,39,13,11,3,9,8,12
27546,52,29,40,11,9,3,9,8,10
27547,48,28,37,12,17,3,9,3,11
27548,49,32,36,13,10,3,10,8,11
27549,48,28,39,14,12,3,10,3,10
27550,44,27,42,12,14,3,8,9,12
27551,52,23,40,11,15,3,8,3,12
27552,43,29,39,12,15,3,9,8,13
27553,49,29,40,13,11,7,9,3,11
27554,51,26,36,12,13,3,8,9,12
27555,50,29,35,13,13,3,3,8,13
27556,48,30,38,13,12,3,3,9,11
27557,48,27,40,13,13,3,9,3,11
27558,46,27,44,13,11,3,8,8,12
27559,49,29,40,13,10,3,9,3,11
27560,48,28,41,12,12,3,9,8,11
27561,49,28,38,13,12,3,8,7,12
27562,47,32,41,12,11,3,3,3,11
27563,46,29,42,13,14,3,8,3,12
27564,50,29,37,14,12,3,7,7,11
27565,48,30,40,13,10,3,8,8,10
27566,48,28,42,11,13,7,8,3,12
27567,53,25,39,13,11,3,8,9,11
27568,50,26,39,13,13,3,9,7,12
27569,48,23,41,14,12,3,8,8,13
27570,45,30,41,12,11,3,8,8,12
27571,50,27,37,11,14,3,9,7,12
27572,47,25,41,13,15,3,8,3,12
27573,52,28,40,12,10,3,8,3,11
27574,50,29,39,12,11,3,7,7,12
27575,47,28,42,12,11,3,9,7,13
27576,48,28,38,13,15,3,8,7,12
27577,47,26,42,14,12,3,8,8,12
27578,48,27,41,13,13,7,3,8,12
27579,48,30,39,11,12,8,8,9,11
27580,51,27,44,12,10,3,8,7,10
27581,48,28,41,12,11,3,9,8,11
27582,48,25,42,14,12,3,10,3,10
27583,45,24,43,13,15,3,8,8,12
27584,48,28,37,12,16,3,8,8,12
27585,48,27,38,13,14,3,8,3,14
27586,47,27,37,14,14,3,9,8,11
27587,48,30,44,12,12,2,3,3,12
27588,48,29,42,14,11,3,7,7,11
27589,47,28,42,12,13,3,7,7,11
27590,49,27,41,13,12,3,8,7,11
27591,48,28,41,13,10,3,7,7,13
27592,51,28,39,11,13,3,8,3,12
27593,57,25,38,11,11,3,3,8,12
27594,49,28,40,12,13,3,8,8,11
27595,52,22,40,14,13,3,8,8,11
27596,51,24,40,12,14,3,7,3,12
27597,50,30,39,12,13,3,8,3,11
27598,48,28,42,12,11,7,9,3,11
27599,51,27,37,13,12,3,8,9,12
27600,52,26,37,13,14,3,3,8,12
27601,46,30,42,12,12,3,8,3,13
27602,50,28,42,13,11,2,9,3,11
27603,43,30,42,13,12,3,10,3,13
27604,51,24,40,12,14,3,9,8,12
27605,50,27,41,11,14,3,7,3,12
27606,47,25,42,14,12,8,8,8,12
27607,54,27,38,13,11,3,3,3,11
27608,51,29,38,12,11,7,8,8,11
27609,47,27,39,15,11,3,9,7,13
27610,50,29,37,13,13,3,8,3,12
27611,48,27,42,13,13,3,8,7,12
27612,51,29,37,13,9,3,9,3,12
27613,50,25,41,14,13,3,3,8,11
27614,54,23,39,13,15,3,3,3,9
27615,49,24,39,13,16,3,8,7,12
27616,45,30,42,13,10,3,8,8,12
27617,48,27,39,13,15,3,8,3,12
27618,50,29,39,11,13,3,8,8,10
27619,46,28,38,13,14,3,8,7,11
27620,47,29,40,12,12,3,8,3,12
27621,48,28,39,13,14,3,9,8,11
27622,53,29,35,13,11,7,8,8,10
27623,48,28,40,11,13,3,9,7,11
27624,49,31,39,12,10,3,8,8,11
27625,49,29,39,12,13,3,8,3,12
27626,50,26,40,12,15,3,8,7,11
27627,48,27,38,14,14,3,3,9,12
27628,48,29,43,12,9,3,8,8,11
27629,51,26,39,12,14,3,8,7,12
27630,47,28,41,13,11,3,7,8,11
27631,44,30,37,13,16,3,9,7,12
27632,44,30,38,13,14,3,8,7,13
27633,51,31,38,11,13,3,8,3,13
27634,52,24,39,12,15,3,8,8,11
27635,46,27,39,13,16,3,8,8,12
27636,51,26,39,13,12,3,8,7,11
27637,46,30,40,12,13,3,8,7,12
27638,50,28,38,14,13,3,8,3,11
27639,43,31,42,13,12,3,9,8,11
27640,50,24,39,13,14,3,8,8,10
27641,49,27,39,12,13,3,8,8,11
27642,49,29,40,11,15,3,3,3,11
27643,51,26,40,12,13,7,7,3,12
27644,44,29,40,12,12,7,9,8,12
27645,48,27,39,11,13,3,9,9,12
27646,50,28,42,12,12,3,8,3,11
27647,50,22,41,13,11,7,9,9,12
27648,47,28,39,13,12,8,8,3,12
27649,48,29,41,12,12,3,3,8,11
27650,54,28,36,13,10,3,8,7,13
27651,50,24,40,13,12,8,9,8,12
27652,46,28,41,14,11,3,9,3,12
27653,46,32,37,13,11,8,7,8,11
27654,49,27,37,13,14,3,7,9,12
27655,50,26,39,12,14,3,10,3,11
27656,50,24,41,14,12,3,8,8,13
27657,45,29,41,13,14,3,8,8,12
27658,50,25,41,12,12,3,9,8,12
27659,48,28,37,13,15,3,9,3,12
27660,50,26,40,12,15,3,7,7,10
27661,52,27,39,13,12,3,3,3,11
27662,50,24,39,15,12,8,8,7,12
27663,45,31,43,12,11,3,3,8,10
27664,50,29,39,12,11,3,8,8,12
27665,45,25,41,13,13,3,9,9,12
27666,49,29,41,13,11,3,9,8,10
27667,54,26,39,12,13,7,3,8,11
27668,43,25,43,13,16,3,8,8,12
27669,44,30,39,13,15,3,9,3,13
27670,48,27,40,13,12,8,9,7,11
