,Ap,Hoyre,Frp,SV,SP,KrF,Venstre,MDG,Rodt
77407,52,25,38,12,12,3,9,8,11
77408,54,24,37,14,14,3,8,3,13
77409,53,29,37,12,11,3,3,8,11
77410,50,28,40,13,9,3,9,3,12
77411,54,27,36,12,13,2,9,3,12
77412,45,29,37,14,16,3,9,8,12
77413,50,25,41,11,14,3,8,3,12
77414,48,27,40,14,11,3,8,9,13
77415,47,27,40,14,14,7,7,8,12
77416,50,26,38,14,11,7,9,8,11
77417,49,29,38,12,13,3,8,8,12
77418,47,26,40,13,12,3,9,9,11
77419,54,31,34,12,11,3,8,3,11
77420,48,27,39,12,14,8,8,3,10
77421,46,29,38,13,16,8,8,3,11
77422,52,25,38,13,13,8,8,8,10
77423,48,28,40,13,12,3,3,8,11
77424,51,28,40,13,11,3,7,7,11
77425,48,27,36,14,14,8,9,3,12
77426,50,28,40,13,12,3,3,8,11
77427,52,26,42,12,12,3,3,3,12
77428,48,28,40,12,13,3,8,3,12
77429,52,29,38,13,11,3,8,3,11
77430,50,30,35,13,13,3,3,8,12
77431,49,26,40,11,13,8,9,9,12
77432,45,27,39,13,14,3,8,8,13
77433,48,27,37,13,14,3,9,8,13
77434,53,30,36,12,13,3,8,7,10
77435,48,27,37,14,14,3,8,8,13
77436,48,26,39,11,15,3,8,9,11
77437,50,29,38,12,11,3,7,7,12
77438,49,31,36,12,12,8,9,3,12
77439,51,28,41,12,11,3,8,7,12
77440,51,29,38,11,13,3,8,3,12
77441,45,28,40,13,14,3,9,8,11
77442,50,28,41,11,13,3,8,3,10
77443,51,25,38,12,16,3,7,8,11
77444,46,31,41,13,10,8,9,8,10
77445,49,23,41,14,13,8,8,8,11
77446,49,31,38,11,10,8,9,3,11
77447,49,26,42,13,11,3,3,8,10
77448,48,30,40,12,12,3,8,7,11
77449,51,30,35,13,11,3,8,9,11
77450,44,30,37,14,14,3,8,8,12
77451,48,27,38,12,12,3,9,8,13
77452,47,31,40,11,13,3,8,8,11
77453,44,29,40,14,12,3,8,8,12
77454,51,27,38,12,14,3,7,8,11
77455,47,29,40,13,13,3,8,3,12
77456,51,27,39,13,11,3,3,9,11
77457,48,31,36,13,11,3,9,8,12
77458,48,25,43,12,15,3,8,8,10
77459,48,28,42,12,13,3,3,3,11
77460,48,29,37,13,14,3,8,3,11
77461,50,29,39,11,11,3,8,8,12
77462,48,30,40,12,12,3,8,8,12
77463,45,31,40,13,12,3,9,3,12
77464,51,26,41,12,12,8,3,3,10
77465,50,25,40,12,15,3,8,9,11
77466,49,28,39,13,14,7,8,3,10
77467,47,26,44,13,11,3,9,7,11
77468,49,27,41,12,13,3,8,3,12
77469,40,31,39,12,13,8,10,8,13
77470,51,26,40,12,13,3,9,3,11
77471,47,31,39,12,11,3,8,3,12
77472,48,28,39,12,13,3,9,8,11
77473,48,31,38,11,14,3,8,8,10
77474,49,24,39,13,14,8,10,9,11
77475,45,32,39,14,11,3,8,3,12
77476,51,24,41,13,10,8,8,8,11
77477,53,27,35,13,13,3,3,8,11
77478,47,27,40,12,13,3,9,3,12
77479,50,28,37,13,13,7,9,8,11
77480,49,29,40,12,13,3,8,3,11
77481,50,30,35,12,13,3,3,8,13
77482,49,27,39,12,13,3,8,8,12
77483,48,28,42,12,13,3,8,3,10
77484,51,29,39,11,13,3,7,3,11
77485,53,22,40,13,11,3,8,8,11
77486,49,26,39,12,13,7,8,8,11
77487,47,22,42,12,13,7,9,8,12
77488,47,29,37,13,13,8,8,3,12
77489,48,30,39,12,12,7,9,8,12
77490,47,28,41,12,9,8,9,8,11
77491,45,30,40,13,12,3,8,3,13
77492,46,27,38,14,13,3,8,9,13
77493,57,24,38,12,11,3,8,8,11
77494,48,26,39,12,15,3,8,8,13
77495,54,24,41,12,11,3,8,8,10
77496,50,26,37,13,14,8,8,8,12
77497,48,29,38,13,10,8,9,7,12
77498,45,30,39,13,12,8,8,8,11
77499,46,29,38,13,14,3,9,3,13
77500,47,23,44,13,14,7,8,8,11
77501,46,32,40,11,13,3,8,3,11
77502,48,28,39,14,11,7,9,3,13
77503,52,24,41,12,13,3,8,8,11
77504,47,30,42,11,13,3,3,8,11
77505,51,26,39,14,10,3,9,3,11
77506,49,27,42,11,12,7,3,7,11
77507,48,25,38,14,15,3,9,3,13
77508,47,29,37,13,12,8,8,8,13
77509,49,28,39,12,12,3,8,8,12
77510,48,30,38,13,12,3,8,7,14
77511,50,25,43,13,11,3,3,8,12
77512,48,25,41,12,14,3,7,8,11
77513,46,31,39,13,11,3,8,8,11
77514,50,30,38,12,11,3,3,3,13
77515,52,27,36,14,12,3,9,3,12
77516,48,27,38,13,16,3,8,3,13
77517,52,29,39,12,9,3,8,8,10
77518,49,32,37,12,12,3,8,7,11
77519,51,29,37,12,14,3,8,3,11
77520,48,27,42,12,13,3,8,3,11
77521,50,25,40,13,12,3,8,3,13
77522,49,27,39,12,13,3,8,3,13
77523,49,26,42,11,10,3,8,8,12
77524,47,29,37,13,13,3,8,8,12
77525,49,29,40,12,12,3,8,8,10
77526,54,25,38,13,11,3,9,8,12
77527,48,28,44,14,12,2,3,3,11
77528,45,30,38,15,11,3,8,8,12
77529,47,28,41,12,13,8,8,8,10
77530,50,25,40,12,15,3,8,3,11
77531,50,27,40,13,11,3,9,3,12
77532,50,30,40,14,11,3,8,3,11
77533,50,27,39,12,13,3,8,3,12
77534,48,26,38,14,16,3,3,8,13
77535,49,30,39,11,13,3,8,8,11
77536,50,30,41,11,11,3,8,3,11
77537,51,31,37,13,11,3,8,3,12
77538,49,26,41,15,11,3,8,8,11
77539,48,32,36,13,13,3,7,3,12
77540,56,25,37,12,12,3,8,7,12
77541,52,26,42,13,10,3,7,8,11
77542,48,28,39,12,14,3,9,7,11
77543,45,29,41,13,14,3,9,7,11
77544,47,27,41,14,10,8,9,8,11
77545,50,29,37,13,13,3,8,3,12
77546,49,30,41,12,11,3,7,8,11
77547,47,27,42,12,13,3,8,8,12
77548,54,25,41,12,10,3,3,3,11
77549,48,28,40,13,15,3,8,3,11
77550,49,28,37,12,14,3,7,3,12
77551,47,29,39,11,12,7,3,8,13
77552,49,27,43,13,11,3,7,3,11
77553,50,25,39,14,13,7,8,3,12
77554,53,28,37,12,11,7,8,8,10
77555,47,26,38,13,13,8,9,7,13
77556,45,27,40,14,14,3,8,7,13
77557,41,30,42,13,13,3,8,8,13
77558,51,27,37,13,12,7,9,8,10
77559,53,29,38,13,12,2,9,3,11
77560,52,28,36,13,10,3,9,8,12
77561,50,28,38,11,13,3,8,8,12
77562,50,29,38,13,9,7,8,7,12
77563,50,24,41,13,14,3,3,3,12
77564,45,32,41,12,10,7,10,7,11
77565,50,32,35,12,12,3,8,8,12
77566,49,26,40,14,11,8,9,3,11
77567,47,32,39,13,10,3,3,3,13
77568,52,29,35,13,10,3,9,3,11
77569,48,29,40,11,14,3,3,8,11
77570,51,23,37,13,14,8,8,8,12
77571,51,33,39,12,10,3,3,3,11
77572,44,28,45,12,12,8,8,8,11
77573,48,29,39,13,13,3,9,3,11
77574,50,27,41,13,12,2,9,3,11
77575,46,29,41,13,13,3,8,3,12
77576,53,29,37,13,10,7,8,7,11
77577,49,31,40,11,13,3,3,7,11
77578,49,28,40,12,12,3,9,3,11
77579,53,27,38,10,14,3,8,8,11
77580,50,27,38,13,16,3,3,3,12
77581,50,26,37,13,13,3,8,8,13
77582,54,25,39,12,12,3,8,3,11
77583,49,25,41,12,14,3,8,8,11
77584,48,26,38,12,14,3,8,9,12
77585,46,29,36,14,14,8,9,8,11
77586,46,25,41,14,12,3,9,8,12
77587,52,28,39,12,11,3,8,8,11
77588,54,23,41,13,12,3,8,8,9
77589,48,28,41,13,11,3,7,8,11
77590,54,24,38,13,13,7,8,3,11
77591,47,31,42,10,12,3,7,3,11
77592,46,27,40,13,12,7,10,7,12
77593,51,27,38,13,14,3,8,7,11
77594,53,29,37,12,13,3,3,8,11
77595,50,25,42,12,10,3,9,8,12
77596,49,27,38,14,12,3,9,8,11
77597,50,26,38,14,13,3,8,8,12
77598,47,29,41,12,13,3,3,3,13
77599,51,29,40,11,12,3,8,8,10
77600,52,24,43,11,12,7,7,3,11
77601,52,27,38,12,14,3,8,3,11
77602,53,26,38,12,12,3,3,8,11
77603,50,27,38,14,13,7,8,3,11
77604,44,28,41,13,14,3,8,8,12
77605,49,25,39,13,13,3,8,8,12
77606,50,26,39,14,9,3,9,7,12
77607,50,27,40,12,13,3,3,7,12
77608,47,29,36,13,13,3,9,8,12
77609,48,27,40,13,15,3,8,8,12
77610,49,30,39,12,14,3,3,3,10
77611,48,26,41,13,11,8,9,8,11
77612,49,27,40,11,14,3,8,3,12
77613,51,27,41,12,11,3,3,8,11
77614,52,29,38,11,12,3,8,3,10
77615,52,29,39,12,10,3,3,7,13
77616,50,24,39,13,13,8,8,8,12
77617,48,25,42,13,14,3,7,3,11
77618,47,28,38,13,12,3,8,8,13
77619,51,27,39,13,11,3,3,8,11
77620,49,24,41,12,14,8,8,8,10
77621,50,28,38,12,13,7,8,3,12
77622,46,30,40,12,12,8,9,8,11
77623,49,29,39,12,12,3,8,3,13
77624,50,29,37,13,14,3,8,3,10
77625,51,27,38,13,11,3,8,8,11
77626,49,26,36,13,14,3,8,7,13
77627,48,27,38,12,14,2,8,8,13
77628,51,25,40,13,13,3,7,8,11
77629,49,26,42,12,13,3,7,8,12
77630,50,28,39,14,11,3,9,3,11
77631,53,24,39,12,13,7,3,8,11
77632,49,27,38,14,11,3,8,8,11
77633,49,26,38,13,15,7,8,3,12
77634,49,28,40,12,12,7,8,7,12
77635,55,27,34,13,13,3,9,8,10
77636,51,29,36,13,12,3,8,3,12
77637,47,26,40,13,16,3,8,7,11
77638,48,25,41,12,12,3,8,8,12
77639,49,24,40,12,16,3,8,3,13
77640,48,30,40,14,10,3,7,3,12
77641,52,26,38,11,14,3,8,3,11
77642,49,27,40,12,14,3,3,8,12
77643,45,33,37,12,14,3,9,7,11
77644,49,29,42,12,11,3,8,7,10
77645,46,27,42,11,15,3,7,3,12
77646,48,23,44,14,13,7,8,7,11
77647,49,27,38,12,12,8,9,3,12
77648,50,27,39,14,10,3,9,7,12
77649,47,30,40,11,15,3,8,3,11
77650,50,26,38,12,16,3,8,8,12
77651,52,26,39,12,14,7,8,3,10
77652,48,26,42,12,13,3,9,3,11
77653,48,28,42,12,13,3,8,8,11
77654,47,25,42,13,10,3,8,8,12
77655,49,27,40,11,15,3,8,8,11
77656,50,31,37,11,11,8,9,8,11
77657,53,26,38,12,12,3,8,9,11
77658,47,31,38,12,13,3,7,8,12
77659,49,26,41,12,13,3,8,7,12
77660,48,27,40,14,11,3,9,8,10
77661,48,27,42,11,14,2,3,8,11
77662,53,24,39,13,11,3,9,3,12
77663,55,26,37,11,11,3,8,7,11
77664,45,28,38,13,14,8,9,8,12
77665,48,31,38,14,9,3,9,3,11
77666,47,26,44,13,11,3,7,8,11
77667,47,26,40,13,13,3,8,8,12
77668,49,30,35,13,13,7,9,3,11
77669,51,25,38,13,15,3,3,7,12
77670,48,26,41,12,11,8,9,8,12
77671,47,26,42,12,14,3,9,3,11
77672,51,29,39,10,12,3,8,3,11
77673,49,25,40,12,18,3,8,3,11
77674,50,27,37,13,13,3,3,8,11
77675,50,25,39,13,14,3,8,3,12
77676,48,31,38,14,12,3,8,3,12
77677,51,27,38,12,13,3,9,3,11
77678,47,27,38,14,14,3,8,8,12
77679,45,27,47,12,11,3,3,8,11
77680,50,26,39,13,12,7,8,8,11
77681,49,32,38,13,12,3,7,7,12
77682,46,25,39,13,16,3,9,7,12
77683,53,28,37,12,13,3,8,8,11
77684,49,29,39,13,10,3,8,8,12
77685,51,29,37,12,12,3,8,3,12
77686,43,32,37,14,14,3,9,3,12
77687,45,28,44,12,13,3,7,3,12
77688,48,28,39,12,15,3,7,7,11
77689,50,27,40,13,11,3,8,7,12
77690,47,31,38,14,9,8,9,7,12
77691,52,23,37,14,15,3,8,7,12
77692,50,25,40,13,13,3,9,3,12
77693,47,32,36,13,14,3,3,3,12
77694,46,29,38,15,13,3,8,7,11
77695,48,30,40,12,11,3,8,8,12
77696,48,28,41,13,12,3,8,3,12
77697,47,22,43,14,15,8,8,3,11
77698,49,27,39,12,12,3,8,8,11
77699,51,27,39,13,11,3,8,3,12
77700,49,29,37,14,12,3,8,9,11
77701,47,29,41,13,11,3,9,8,11
77702,43,25,41,15,14,3,8,8,12
77703,48,27,40,13,14,3,9,3,10
77704,53,27,39,13,10,3,7,3,11
77705,47,28,37,13,15,7,8,7,12
77706,50,27,41,12,14,3,7,3,12
77707,54,26,39,12,13,3,9,8,11
77708,50,28,39,11,11,8,9,8,11
77709,51,26,41,13,10,3,8,8,11
77710,54,26,36,14,13,3,8,3,10
77711,45,29,41,11,13,3,9,8,11
77712,47,25,44,13,11,3,8,8,11
77713,44,33,39,11,12,3,10,8,11
77714,45,29,42,13,14,3,8,8,11
77715,51,28,35,12,13,3,7,8,12
77716,48,28,38,12,13,3,9,8,12
77717,49,30,35,12,15,3,8,7,12
77718,47,30,35,14,12,3,9,7,13
77719,50,26,41,13,12,3,7,8,12
77720,46,27,41,14,13,3,8,8,11
77721,51,25,39,12,14,3,8,8,10
77722,55,28,37,12,12,3,3,8,11
77723,51,24,41,12,14,3,8,3,12
77724,51,22,43,13,11,3,3,8,11
77725,50,28,40,13,12,3,8,3,11
77726,55,27,38,12,13,3,7,3,10
77727,53,26,38,12,14,3,9,3,11
77728,50,29,37,13,12,7,8,3,12
77729,49,26,40,12,17,3,7,7,11
77730,49,28,36,13,14,3,9,7,13
77731,51,31,37,13,10,3,3,3,11
77732,52,27,40,11,11,7,8,3,13
77733,51,24,40,12,14,7,8,3,13
77734,44,30,40,14,13,3,9,3,12
77735,49,29,40,11,13,3,8,3,11
77736,47,26,42,14,14,3,8,7,11
77737,46,31,39,12,9,7,9,8,12
77738,50,28,39,13,11,3,8,8,10
77739,46,30,41,13,10,7,9,3,10
77740,49,29,37,14,13,8,8,3,10
77741,48,30,38,11,12,7,9,3,12
77742,51,24,37,12,15,8,8,9,11
77743,46,29,42,12,13,7,3,8,11
77744,42,29,41,13,13,8,9,7,12
77745,53,26,38,12,12,3,8,3,12
77746,52,27,39,11,12,7,3,8,12
77747,50,26,37,12,14,7,9,3,12
77748,46,28,40,12,13,3,7,7,12
77749,48,27,38,13,14,3,8,3,12
77750,48,25,39,12,15,3,8,8,13
77751,44,25,40,14,13,3,9,9,12
77752,48,30,35,13,13,7,9,8,11
77753,48,29,39,13,14,3,8,3,10
77754,52,26,37,14,11,8,9,3,10
77755,51,25,43,11,12,3,3,8,12
77756,47,27,43,13,11,3,8,8,10
77757,50,26,39,13,14,3,9,7,13
77758,53,24,35,13,15,3,8,3,12
77759,48,27,40,12,14,3,9,3,12
77760,53,29,40,13,10,8,8,3,9
77761,48,27,39,13,15,3,3,3,12
77762,52,27,40,13,10,3,8,8,12
77763,49,27,39,12,13,3,8,7,12
77764,50,31,38,12,11,3,8,3,12
77765,51,25,36,12,15,3,7,9,12
77766,51,25,39,12,13,8,9,7,12
77767,50,27,38,12,14,3,7,8,12
77768,47,28,38,12,14,3,8,8,12
77769,49,26,35,14,15,7,10,3,12
77770,45,29,39,13,11,8,9,8,13
77771,48,27,41,13,11,3,9,3,12
77772,48,29,38,12,12,3,7,8,12
77773,50,26,37,12,13,3,9,7,12
77774,47,30,38,12,13,3,9,3,12
77775,48,26,41,13,12,7,8,8,12
77776,46,26,41,13,14,3,8,8,11
77777,52,23,39,14,13,3,7,8,13
77778,48,27,37,13,14,7,9,8,11
77779,48,28,41,12,13,3,8,8,11
77780,50,30,38,12,12,2,8,3,13
77781,46,26,39,14,13,3,8,8,12
77782,50,26,41,12,11,3,9,3,12
77783,43,29,41,13,12,8,9,9,12
77784,51,29,37,12,13,3,8,3,11
77785,46,32,40,13,12,3,8,3,12
77786,55,27,35,14,12,3,7,7,12
77787,46,28,43,13,13,3,3,3,12
77788,53,27,36,13,10,9,9,8,11
77789,48,29,41,12,9,3,9,3,12
77790,49,23,38,13,13,3,9,9,13
77791,52,31,33,12,12,3,8,8,11
77792,48,30,37,13,15,3,3,3,12
77793,48,26,41,12,13,3,8,9,12
77794,44,28,41,13,14,3,8,9,12
77795,49,29,38,13,11,3,9,8,11
77796,49,26,40,13,13,3,8,8,12
77797,49,27,41,12,12,3,8,3,12
77798,48,27,39,14,12,3,8,8,12
77799,47,28,40,12,12,3,3,8,13
77800,50,25,43,13,10,3,8,8,11
77801,46,27,39,12,13,8,10,8,13
77802,52,26,37,14,15,3,3,3,11
77803,53,26,36,12,14,3,8,8,12
77804,51,27,37,13,11,3,9,9,11
77805,48,27,41,14,13,3,3,3,12
77806,50,26,39,13,13,8,9,8,10
77807,49,28,42,13,9,7,8,3,13
77808,49,20,39,13,15,8,9,8,12
77809,57,28,35,11,10,3,8,3,12
77810,50,28,40,13,12,3,7,8,12
77811,50,24,42,12,12,3,8,9,12
77812,50,28,38,14,13,3,8,7,10
77813,50,28,37,13,14,3,8,3,12
77814,46,31,38,14,12,3,8,7,13
77815,50,28,37,12,11,3,9,3,13
77816,46,28,44,12,11,3,7,8,12
77817,50,27,39,14,12,2,3,3,13
77818,48,27,37,13,12,3,8,8,13
77819,51,29,35,12,8,8,10,8,13
77820,47,31,42,12,9,3,8,7,11
77821,49,23,39,13,14,8,9,8,11
77822,49,25,41,11,14,3,8,8,12
77823,50,25,40,14,13,3,8,7,12
77824,50,25,40,12,15,3,8,8,11
77825,48,26,38,12,13,8,8,8,13
77826,50,26,42,12,14,3,7,3,11
77827,48,27,40,13,14,7,8,7,11
77828,49,29,38,11,13,7,8,8,11
77829,47,31,39,13,13,3,8,3,11
77830,47,27,41,13,12,3,9,3,13
77831,49,28,37,13,12,3,8,9,11
77832,51,22,40,13,13,3,8,8,12
77833,52,22,40,12,13,7,8,8,12
77834,48,27,40,14,10,3,10,7,12
77835,50,25,38,14,14,3,8,8,11
77836,56,26,39,13,14,3,3,7,10
77837,47,31,41,11,13,3,8,8,11
77838,50,24,41,13,12,3,8,9,12
77839,51,28,36,12,12,3,9,3,12
77840,42,28,40,14,12,8,9,8,13
77841,48,27,37,14,13,3,8,8,12
77842,48,31,37,14,10,3,9,8,10
77843,53,28,37,13,12,7,7,8,10
77844,52,26,38,12,11,3,9,7,11
77845,47,30,41,13,11,3,3,9,11
77846,49,27,37,12,13,7,8,7,12
77847,47,28,42,13,13,3,3,3,12
77848,50,25,41,13,11,3,9,8,12
77849,50,26,40,12,12,3,8,8,11
77850,42,28,42,14,13,3,8,8,13
77851,46,28,40,14,11,3,8,8,12
77852,46,28,43,12,15,3,3,3,12
77853,52,28,38,13,10,3,9,3,12
77854,47,30,39,13,11,3,8,8,11
77855,47,28,43,12,11,3,9,3,11
77856,54,26,38,12,13,3,3,3,12
77857,47,27,39,13,13,3,9,8,12
77858,48,29,40,12,14,3,8,8,11
77859,50,22,37,14,15,8,9,8,12
77860,45,30,40,13,11,3,9,3,12
77861,50,25,40,14,14,3,8,7,11
77862,45,27,40,14,14,7,8,8,12
77863,53,25,39,13,12,3,8,8,12
77864,48,25,41,12,12,7,8,9,12
77865,51,26,38,13,15,3,8,8,11
77866,50,30,37,12,12,7,9,3,12
77867,49,28,40,11,11,3,9,8,12
77868,48,27,41,12,11,3,9,8,12
77869,48,27,43,12,14,3,7,3,10
77870,48,27,37,13,14,8,9,7,11
77871,45,27,41,13,14,3,9,8,14
77872,51,28,39,13,10,7,7,8,12
77873,50,28,37,14,12,3,8,3,12
77874,50,25,37,13,15,7,8,8,12
77875,49,28,36,13,14,3,9,8,11
77876,49,28,39,12,11,8,9,8,12
77877,50,26,37,13,15,3,8,9,11
77878,49,29,36,14,9,8,9,9,11
77879,49,28,42,12,11,3,7,3,10
77880,50,27,40,12,13,3,8,3,11
77881,47,32,37,13,14,3,8,3,11
77882,50,28,39,11,11,3,9,8,11
77883,44,25,42,13,14,8,9,7,13
77884,50,27,37,12,13,3,9,9,10
77885,50,25,40,11,12,8,7,7,13
77886,45,31,42,14,11,3,3,3,12
77887,51,24,38,12,14,3,8,9,11
77888,47,31,41,12,11,3,3,9,11
77889,50,29,43,12,9,3,8,3,9
77890,49,24,40,13,15,8,8,3,12
77891,49,26,37,13,13,3,9,8,12
77892,49,27,38,13,14,3,8,3,11
77893,51,31,38,12,9,7,3,8,11
77894,46,25,41,13,15,3,8,7,11
77895,54,29,37,11,11,3,8,7,12
77896,46,31,40,13,13,3,9,3,11
77897,46,27,43,12,12,3,8,7,12
77898,52,26,39,13,11,7,3,8,11
77899,52,26,37,12,11,3,9,7,11
77900,48,29,39,13,14,3,8,3,11
77901,45,33,39,12,12,3,8,8,11
77902,51,23,44,13,10,3,8,7,11
77903,40,31,41,12,14,3,9,9,12
77904,52,25,38,12,12,3,9,8,11
77905,49,24,41,14,12,3,7,8,11
77906,51,28,37,13,11,3,9,7,11
77907,49,26,40,12,13,7,8,8,11
77908,48,29,38,12,13,3,7,9,12
77909,51,29,39,11,12,3,3,8,11
77910,48,26,37,14,11,7,9,8,12
77911,53,27,36,11,12,3,8,8,12
77912,52,28,40,12,11,3,3,8,11
77913,47,30,42,12,10,3,3,7,11
77914,49,27,41,14,10,8,8,8,11
77915,48,30,38,13,11,3,8,8,12
77916,47,35,40,11,11,3,7,7,11
77917,52,28,40,13,8,3,9,8,11
77918,48,29,39,13,11,3,9,8,11
77919,43,32,42,12,11,3,9,3,11
77920,50,31,37,12,12,3,7,8,10
77921,48,24,42,13,13,7,8,3,12
77922,49,29,41,12,11,7,8,3,12
77923,52,27,37,14,14,3,7,7,11
77924,46,29,40,13,15,3,8,3,11
77925,48,27,39,13,12,3,10,8,9
77926,47,30,38,13,13,3,8,7,11
77927,52,27,39,11,11,3,8,3,12
77928,50,32,37,11,13,3,8,8,10
77929,47,26,39,13,14,8,8,8,12
77930,52,31,36,13,10,3,8,8,10
77931,49,24,40,13,15,3,8,8,11
77932,46,25,41,13,15,3,9,3,12
77933,52,29,37,13,10,3,8,3,12
77934,52,29,38,14,10,3,3,8,11
77935,45,27,40,14,14,3,9,8,12
77936,48,29,39,14,11,3,7,7,12
77937,46,29,39,12,14,3,8,8,12
77938,48,26,40,13,12,8,8,8,12
77939,53,27,36,12,11,8,8,3,12
77940,50,26,37,12,13,3,9,8,12
77941,50,27,41,12,10,3,8,3,11
77942,47,30,43,12,12,3,8,3,12
77943,49,28,41,11,11,3,3,8,13
77944,51,26,38,13,10,8,9,8,12
77945,51,27,40,12,11,3,7,8,10
77946,49,30,37,13,12,3,9,3,12
77947,44,29,42,13,13,3,8,8,12
77948,46,25,41,13,15,3,8,8,12
77949,50,29,40,12,9,3,8,8,11
77950,50,26,40,14,11,3,7,8,12
77951,50,28,38,12,13,3,8,3,12
77952,53,27,35,13,12,8,3,7,12
77953,50,28,38,13,13,3,8,8,11
77954,50,26,37,12,15,3,9,8,12
77955,49,30,35,13,11,8,9,7,12
77956,50,28,41,12,10,3,7,7,12
77957,49,29,37,12,11,3,9,8,12
77958,53,25,40,12,9,8,3,8,12
77959,48,28,40,13,11,3,8,8,12
77960,51,27,36,12,13,7,9,3,12
77961,51,27,41,13,12,3,8,3,10
77962,48,27,38,13,15,2,8,8,12
77963,53,29,37,12,10,3,8,3,12
77964,48,29,37,13,14,3,9,3,12
77965,50,29,37,11,11,7,9,8,11
77966,46,31,40,12,15,3,3,8,11
77967,51,25,37,13,13,3,8,8,12
77968,50,28,41,12,13,3,7,3,12
77969,49,21,40,13,14,3,9,8,12
77970,48,29,38,13,11,3,8,7,12
77971,51,26,40,11,13,3,3,7,12
77972,50,27,36,13,13,3,8,8,11
77973,50,27,36,13,14,3,9,8,12
77974,52,22,39,14,15,3,8,3,13
77975,50,28,36,13,13,3,9,8,11
77976,50,26,38,13,14,3,8,3,12
77977,49,25,41,13,13,3,3,8,12
77978,52,27,39,13,10,3,8,3,12
77979,52,29,39,13,11,3,8,7,10
77980,46,28,38,14,13,8,9,3,11
77981,48,30,39,12,12,3,8,7,11
77982,48,27,39,14,14,3,8,8,11
77983,48,26,42,12,11,3,9,8,12
77984,48,27,42,13,12,3,9,3,11
77985,48,23,44,13,14,3,8,7,11
77986,45,31,40,13,12,8,8,8,10
77987,53,24,40,11,11,7,3,8,12
77988,49,30,39,13,10,3,9,8,11
77989,53,24,41,13,9,3,7,8,11
77990,46,25,43,13,14,3,8,3,12
77991,50,30,39,11,14,3,3,3,11
77992,50,31,38,12,10,3,9,8,11
77993,47,30,40,13,10,8,9,8,11
77994,49,26,42,13,10,3,8,8,11
77995,43,30,39,13,13,3,9,3,13
77996,50,25,41,12,12,3,9,8,11
77997,50,22,42,13,13,3,9,8,11
77998,47,27,39,14,13,3,8,8,12
77999,49,26,42,13,12,3,9,8,11
78000,45,29,39,13,15,3,8,8,13
78001,50,28,38,11,13,3,9,3,13
78002,48,27,38,12,14,8,9,8,12
78003,50,29,36,12,12,7,9,8,11
78004,47,29,40,13,11,3,9,8,11
78005,48,26,39,14,14,3,8,8,12
78006,50,26,37,12,14,3,8,8,11
78007,47,29,40,13,12,3,8,8,11
78008,53,26,39,13,11,3,8,3,11
78009,53,29,36,11,13,3,8,8,11
78010,44,29,42,13,11,3,8,9,13
78011,46,29,39,12,14,3,8,3,13
78012,46,29,43,12,10,3,9,7,10
78013,51,27,39,13,13,3,8,8,12
78014,47,29,37,12,15,3,9,3,11
78015,47,28,42,13,13,3,7,3,11
78016,50,27,39,13,11,3,8,9,11
78017,41,33,40,13,13,3,10,3,11
78018,50,25,38,13,12,3,9,8,12
78019,44,30,42,11,15,3,8,7,12
78020,47,28,44,13,11,3,8,8,11
78021,49,28,39,13,13,3,8,8,11
78022,48,29,41,12,12,3,8,8,11
78023,47,26,42,12,12,3,8,8,13
78024,51,28,39,12,9,8,8,8,11
78025,47,31,40,10,11,7,8,3,12
78026,46,26,40,13,13,3,8,8,13
78027,56,26,37,11,12,3,7,8,11
78028,47,28,42,11,12,3,8,8,12
78029,54,26,40,13,10,3,3,3,11
78030,49,26,37,12,13,3,8,8,13
78031,56,26,35,13,11,8,8,3,11
78032,49,25,37,12,15,3,8,9,12
78033,46,27,42,13,10,8,8,8,12
78034,53,23,38,13,14,3,8,7,12
78035,49,25,39,13,12,3,8,8,13
78036,53,27,35,13,11,7,9,8,12
78037,49,29,38,13,13,3,9,3,12
78038,49,29,40,11,13,3,3,8,12
78039,52,25,39,13,13,3,8,3,11
78040,47,28,40,11,13,3,8,8,12
78041,49,25,37,13,16,7,9,8,10
78042,46,26,40,13,15,3,8,8,13
78043,48,24,41,14,13,3,9,3,12
78044,47,28,40,12,13,3,7,7,12
78045,47,32,38,13,11,3,8,8,12
78046,49,30,41,12,11,3,8,3,11
78047,48,30,39,13,14,3,8,3,11
78048,47,28,40,13,12,3,9,8,11
78049,54,30,36,12,11,3,8,3,12
78050,48,27,39,12,12,8,9,8,11
78051,47,30,39,13,12,7,8,3,12
78052,51,25,40,12,13,3,8,8,10
78053,44,28,40,13,13,8,8,8,14
78054,47,29,40,12,12,3,3,8,12
78055,50,27,40,14,11,3,8,3,12
78056,55,27,39,12,11,3,3,9,10
78057,48,30,38,12,12,3,3,3,13
78058,52,30,38,11,12,3,8,3,12
78059,52,27,40,12,11,3,8,7,11
78060,46,27,42,13,12,3,9,8,11
78061,44,33,40,14,10,3,8,7,11
78062,48,26,38,12,15,3,8,7,12
78063,54,26,37,13,13,3,3,8,11
78064,50,28,41,12,12,3,8,8,10
78065,49,28,39,13,12,3,9,7,11
78066,53,26,38,12,13,3,3,8,12
78067,45,28,39,12,13,8,9,9,12
78068,53,26,41,11,13,3,3,3,12
78069,48,25,43,12,11,7,8,8,13
78070,47,30,36,12,15,7,9,3,10
